4	3.5	34	22	76
4.5	4	35	22.5	77
5	4.5	36	23	78
5.5	5	37	23.5	79
6	5.5	38	24	80
6.5	6	39	24.5	81
7	6.5	40	25	82
7.5	7	41	25.5	83
8	7.5	41	26	84
8.5	8	42	26.5	85
9	8.5	43	27	86
9.5	9	44	27.5	87
10	9.5	44	28	88
10.5	10	45	28.5	89
11	10.5	45	29	90
11.5	11	46	29.5	91
12	11.5	46	30	92
12.5	12	47	30.5	93
